ID,proportion
030D,6.596132028178676e-06
0367,6.596132028178676e-06
06AC,6.596132028178676e-06
0516,6.596132028178676e-06
07EB,6.596132028178676e-06
02DC,6.596132028178676e-06
0522,6.596132028178676e-06
0504,6.596132028178676e-06
05C2,6.596132028178676e-06
05E9,6.596132028178676e-06
005B,6.596132028178676e-06
065E,6.596132028178676e-06
0316,6.596132028178676e-06
04B1,4.947099021134007e-06
0418,4.947099021134007e-06
0787,4.947099021134007e-06
038A,4.947099021134007e-06
01AE,4.947099021134007e-06
070C,4.947099021134007e-06
0610,4.947099021134007e-06
04F7,4.947099021134007e-06
02CF,4.947099021134007e-06
004B,4.947099021134007e-06
024C,4.947099021134007e-06
0657,4.947099021134007e-06
0661,4.947099021134007e-06
00CA,4.947099021134007e-06
0196,4.947099021134007e-06
032C,4.947099021134007e-06
00D4,4.947099021134007e-06
07B1,4.947099021134007e-06
0604,4.947099021134007e-06
0721,4.947099021134007e-06
0285,4.947099021134007e-06
072D,4.947099021134007e-06
022B,4.947099021134007e-06
0472,4.947099021134007e-06
0525,4.947099021134007e-06
023F,4.947099021134007e-06
016E,4.947099021134007e-06
0264,4.947099021134007e-06
050C,4.947099021134007e-06
00E6,4.947099021134007e-06
0551,4.947099021134007e-06
00BA,4.947099021134007e-06
0230,4.947099021134007e-06
0563,4.947099021134007e-06
05FF,4.947099021134007e-06
0351,4.947099021134007e-06
0479,4.947099021134007e-06
0005,4.947099021134007e-06
07E7,4.947099021134007e-06
037C,4.947099021134007e-06
0527,4.947099021134007e-06
04B7,4.947099021134007e-06
0729,4.947099021134007e-06
04A9,4.947099021134007e-06
0189,4.947099021134007e-06
043A,4.947099021134007e-06
0030,4.947099021134007e-06
036E,4.947099021134007e-06
0450,4.947099021134007e-06
06F0,4.947099021134007e-06
0728,4.947099021134007e-06
01CF,4.947099021134007e-06
02AD,4.947099021134007e-06
014B,4.947099021134007e-06
0159,4.947099021134007e-06
01DA,4.947099021134007e-06
035F,4.947099021134007e-06
05F6,4.947099021134007e-06
0568,4.947099021134007e-06
053B,4.947099021134007e-06
0469,4.947099021134007e-06
0071,4.947099021134007e-06
0622,4.947099021134007e-06
004E,4.947099021134007e-06
0395,4.947099021134007e-06
0103,4.947099021134007e-06
0742,4.947099021134007e-06
0092,4.947099021134007e-06
028E,4.947099021134007e-06
05B4,4.947099021134007e-06
0025,4.947099021134007e-06
04B6,4.947099021134007e-06
029B,4.947099021134007e-06
012D,4.947099021134007e-06
067F,4.947099021134007e-06
0552,4.947099021134007e-06
01B9,4.947099021134007e-06
0080,4.947099021134007e-06
00FF,4.947099021134007e-06
068A,4.947099021134007e-06
02E3,4.947099021134007e-06
0457,4.947099021134007e-06
05E5,4.947099021134007e-06
044B,4.947099021134007e-06
0057,4.947099021134007e-06
049B,4.947099021134007e-06
00F4,4.947099021134007e-06
0672,4.947099021134007e-06
034E,4.947099021134007e-06
0577,4.947099021134007e-06
057F,4.947099021134007e-06
06F7,4.947099021134007e-06
0719,4.947099021134007e-06
0056,4.947099021134007e-06
0252,4.947099021134007e-06
0061,4.947099021134007e-06
0291,4.947099021134007e-06
0261,4.947099021134007e-06
0315,4.947099021134007e-06
031E,4.947099021134007e-06
0430,4.947099021134007e-06
01AD,4.947099021134007e-06
00DC,4.947099021134007e-06
06BB,4.947099021134007e-06
0200,4.947099021134007e-06
0631,4.947099021134007e-06
01D0,4.947099021134007e-06
017E,4.947099021134007e-06
017F,4.947099021134007e-06
02BA,4.947099021134007e-06
0387,4.947099021134007e-06
035C,4.947099021134007e-06
02C2,4.947099021134007e-06
07A8,4.947099021134007e-06
058C,4.947099021134007e-06
06C1,4.947099021134007e-06
04B4,4.947099021134007e-06
02B5,4.947099021134007e-06
0287,4.947099021134007e-06
0328,4.947099021134007e-06
03CF,4.947099021134007e-06
0382,4.947099021134007e-06
01FB,4.947099021134007e-06
023C,4.947099021134007e-06
0486,4.947099021134007e-06
070F,4.947099021134007e-06
052D,4.947099021134007e-06
